,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Championship,2425,Derby County,Ebou Adams,GAM,MF,28,1996,44,42,3789,42.1,6,1,7,6,0,0,12,0,0.14,0.02,0.17,0.14,0.17
ENG-Championship,2425,Derby County,Eiran Cashin,IRL,DF,22,2001,21,21,1786,19.8,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05
ENG-Championship,2425,Derby County,Erik Pieters,NED,"DF,MF",35,1988,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Harrison Armstrong,ENG,MF,17,2007,15,12,1105,12.3,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08
ENG-Championship,2425,Derby County,Jacob Widell Zetterström,SWE,GK,26,1998,40,40,3600,40.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,James Collins,IRL,FW,33,1990,17,1,222,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Jerry Yates,ENG,FW,27,1996,42,40,3419,38.0,10,4,14,9,1,1,1,0,0.26,0.11,0.37,0.24,0.34
ENG-Championship,2425,Derby County,Joe Ward,ENG,DF,28,1995,7,2,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Josh Vickers,ENG,GK,28,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Kane Wilson,ENG,"DF,MF",24,2000,33,26,2430,27.0,2,1,3,2,0,0,0,0,0.07,0.04,0.11,0.07,0.11
ENG-Championship,2425,Derby County,Kayden Jackson,ENG,"MF,FW",30,1994,46,28,2575,28.6,3,2,5,3,0,0,6,0,0.1,0.07,0.17,0.1,0.17
ENG-Championship,2425,Derby County,Kemar Roofe,JAM,"FW,MF",31,1993,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Kenzo Goudmijn,NED,MF,22,2001,41,29,2321,25.8,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16
ENG-Championship,2425,Derby County,Lars-Jørgen Salvesen,NOR,FW,28,1996,8,6,488,5.4,1,0,1,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18
ENG-Championship,2425,Derby County,Lennon Wheeldon,ENG,FW,17,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Liam Thompson,ENG,MF,22,2002,28,18,1610,17.9,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Marcus Harness,ENG,"MF,FW",28,1996,41,26,2356,26.2,4,3,7,4,0,0,11,0,0.15,0.11,0.27,0.15,0.27
ENG-Championship,2425,Derby County,Matthew Clarke,ENG,DF,27,1996,16,15,1366,15.2,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07
ENG-Championship,2425,Derby County,Nathaniel Mendez-Laing,GUA,"MF,FW",32,1992,41,26,2098,23.3,3,4,7,2,1,1,4,0,0.13,0.17,0.3,0.09,0.26
ENG-Championship,2425,Derby County,Nathaniel Phillips,ENG,DF,27,1997,32,24,2236,24.8,1,3,4,1,0,0,5,0,0.04,0.12,0.16,0.04,0.16
ENG-Championship,2425,Derby County,Ryan Nyambe,NAM,"DF,MF",26,1997,17,14,1125,12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Sondre Langås,NOR,DF,23,2001,14,13,1118,12.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Sonny Bradley,ENG,DF,32,1991,7,3,303,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Tawanda Chirewa,ZIM,MF,20,2003,5,1,151,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Tom Barkhuizen,ENG,"MF,FW",31,1993,19,2,404,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Derby County,Tyrese Fornah,SLE,MF,24,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Abdülkadir Ömür,TUR,"MF,FW",25,1999,20,12,1064,11.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Abu Kamara,ENG,"MF,FW",21,2003,36,25,2256,25.1,5,3,8,5,0,0,1,0,0.2,0.12,0.32,0.2,0.32
ENG-Championship,2425,Hull City,Alfie Jones,CAN,DF,26,1997,41,37,3389,37.7,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Bachir Belloumi,ALG,"FW,MF",22,2002,10,10,815,9.1,2,2,4,2,0,0,1,0,0.22,0.22,0.44,0.22,0.44
ENG-Championship,2425,Hull City,Carl Rushworth,ENG,GK,23,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Charlie Hughes,ENG,DF,20,2003,27,26,2345,26.1,1,1,2,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08
ENG-Championship,2425,Hull City,Chris Bedia,CIV,FW,28,1996,21,9,921,10.2,3,0,3,2,1,1,0,0,0.29,0.0,0.29,0.2,0.2
ENG-Championship,2425,Hull City,Cody Drameh,ENG,DF,22,2001,28,17,1649,18.3,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11
ENG-Championship,2425,Hull City,Eliot Matazo,BEL,MF,22,2002,6,4,300,3.3,1,0,1,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3
ENG-Championship,2425,Hull City,Finley Burns,ENG,"DF,MF",21,2003,9,4,311,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Gustavo Puerta,COL,MF,21,2003,30,22,1889,21.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Harry Vaughan,IRL,MF,20,2004,3,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Ivor Pandur,CRO,GK,24,2000,44,44,3960,44.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Joe Gelhardt,ENG,"MF,FW",22,2002,20,19,1593,17.7,5,0,5,3,2,2,4,0,0.28,0.0,0.28,0.17,0.17
ENG-Championship,2425,Hull City,John Egan,IRL,DF,31,1992,11,8,730,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,João Pedro,ITA,FW,32,1992,35,25,2145,23.8,6,2,8,6,0,0,4,1,0.25,0.08,0.34,0.25,0.34
ENG-Championship,2425,Hull City,Kasey Palmer,JAM,MF,27,1996,26,11,1086,12.1,1,2,3,1,0,1,2,0,0.08,0.17,0.25,0.08,0.25
ENG-Championship,2425,Hull City,Kyle Joseph,SCO,"FW,MF",22,2001,16,13,1009,11.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Lewie Coyle,ENG,DF,28,1995,44,42,3717,41.3,1,2,3,1,0,0,6,0,0.02,0.05,0.07,0.02,0.07
ENG-Championship,2425,Hull City,Liam Millar,CAN,"MF,FW",24,1999,11,6,619,6.9,1,2,3,1,0,0,3,0,0.15,0.29,0.44,0.15,0.44
ENG-Championship,2425,Hull City,Lincoln,BRA,MF,25,1998,11,4,420,4.7,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
ENG-Championship,2425,Hull City,Louie Barry,ENG,MF,21,2003,4,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Marvin Mehlem,GER,MF,26,1997,16,9,902,10.0,0,3,3,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3
ENG-Championship,2425,Hull City,Mason Burstow,ENG,"FW,MF",20,2003,31,8,953,10.6,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28
ENG-Championship,2425,Hull City,Matt Crooks,ENG,"MF,FW",30,1994,18,9,789,8.8,3,0,3,3,0,0,4,1,0.34,0.0,0.34,0.34,0.34
ENG-Championship,2425,Hull City,Matty Jacob,ENG,DF,23,2001,8,4,447,5.0,1,0,1,1,0,0,2,0,0.2,0.0,0.2,0.2,0.2
ENG-Championship,2425,Hull City,Nordin Amrabat,MAR,MF,37,1987,10,2,288,3.2,0,1,1,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31
ENG-Championship,2425,Hull City,Oscar Estupiñan,COL,FW,27,1996,2,2,147,1.6,1,0,1,0,1,1,0,0,0.61,0.0,0.61,0.0,0.0
ENG-Championship,2425,Hull City,Regan Slater,ENG,MF,24,1999,44,36,2966,33.0,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06
ENG-Championship,2425,Hull City,Ryan Giles,ENG,DF,24,2000,16,11,904,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Ryan Longman,ENG,"MF,FW",23,2000,9,6,478,5.3,1,0,1,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19
ENG-Championship,2425,Hull City,Sean McLoughlin,IRL,DF,27,1996,37,37,3213,35.7,0,1,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03
ENG-Championship,2425,Hull City,Steven Alzate,COL,MF,25,1998,28,21,1941,21.6,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05
ENG-Championship,2425,Hull City,Tyrell Sellars-Fleming,ENG,MF,19,2005,4,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,William Jarvis,ENG,MF,21,2002,6,0,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Hull City,Xavier Simons,ENG,MF,21,2003,20,13,1208,13.4,2,0,2,2,0,0,3,0,0.15,0.0,0.15,0.15,0.15
ENG-Championship,2425,Hull City,Óscar Zambrano,ECU,MF,20,2004,8,5,390,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46
ENG-Championship,2425,Leeds United,Ao Tanaka,JPN,MF,25,1998,43,37,3314,36.8,5,2,7,5,0,0,8,0,0.14,0.05,0.19,0.14,0.19
ENG-Championship,2425,Leeds United,Brenden Aaronson,USA,MF,23,2000,46,43,3551,39.5,9,2,11,9,0,0,1,0,0.23,0.05,0.28,0.23,0.28
ENG-Championship,2425,Leeds United,Charlie Crew,WAL,MF,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Daniel James,WAL,MF,26,1997,36,30,2609,29.0,12,9,21,12,0,0,4,0,0.41,0.31,0.72,0.41,0.72
ENG-Championship,2425,Leeds United,Ethan Ampadu,WAL,"DF,MF",23,2000,29,26,2285,25.4,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Georginio Rutter,FRA,MF,22,2002,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0
ENG-Championship,2425,Leeds United,Harry Gray,ENG,FW,15,2008,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Ilia Gruev,BUL,MF,24,2000,23,20,1699,18.9,0,2,2,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11
ENG-Championship,2425,Leeds United,Illan Meslier,FRA,GK,24,2000,39,39,3510,39.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Isaac Schmidt,SUI,"DF,MF",24,1999,12,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,James Debayo,ENG,DF,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Jayden Bogle,ENG,DF,24,2000,44,44,3824,42.5,6,4,10,6,0,0,12,0,0.14,0.09,0.24,0.14,0.24
ENG-Championship,2425,Leeds United,Joe Gelhardt,ENG,"FW,MF",22,2002,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Joe Rodon,WAL,DF,26,1997,46,46,4135,45.9,1,0,1,1,0,0,5,0,0.02,0.0,0.02,0.02,0.02
ENG-Championship,2425,Leeds United,Joe Rothwell,ENG,MF,29,1995,36,24,2249,25.0,0,4,4,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16
ENG-Championship,2425,Leeds United,Josuha Guilavogui,FRA,"DF,MF",33,1990,16,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Joël Piroe,SUR,FW,24,1999,46,36,3080,34.2,19,7,26,18,1,1,2,0,0.56,0.2,0.76,0.53,0.73
ENG-Championship,2425,Leeds United,Junior Firpo,DOM,DF,27,1996,32,30,2616,29.1,4,10,14,4,0,0,7,0,0.14,0.34,0.48,0.14,0.48
ENG-Championship,2425,Leeds United,Karl Darlow,WAL,GK,33,1990,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Largie Ramazani,BEL,MF,23,2001,29,7,797,8.9,6,2,8,6,0,0,2,0,0.68,0.23,0.9,0.68,0.9
ENG-Championship,2425,Leeds United,Manor Solomon,ISR,MF,25,1999,39,30,2589,28.8,10,12,22,10,0,0,3,0,0.35,0.42,0.76,0.35,0.76
ENG-Championship,2425,Leeds United,Mateo Joseph,ESP,FW,20,2003,39,11,1285,14.3,3,3,6,3,0,0,0,0,0.21,0.21,0.42,0.21,0.42
ENG-Championship,2425,Leeds United,Maximilian Wöber,AUT,DF,26,1998,8,2,335,3.7,1,0,1,1,0,0,1,0,0.27,0.0,0.27,0.27,0.27
ENG-Championship,2425,Leeds United,Pascal Struijk,NED,DF,24,1999,35,31,2824,31.4,5,0,5,3,2,3,3,0,0.16,0.0,0.16,0.1,0.1
ENG-Championship,2425,Leeds United,Patrick Bamford,ENG,"FW,MF",30,1993,17,0,252,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Sam Byram,ENG,DF,30,1993,36,16,1409,15.7,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13
ENG-Championship,2425,Leeds United,Samuel Chambers,ENG,MF,16,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Leeds United,Wilfried Gnonto,ITA,MF,20,2003,43,26,2276,25.3,9,6,15,9,0,0,5,0,0.36,0.24,0.59,0.36,0.59
ENG-Championship,2425,Luton Town,Alfie Doughty,ENG,MF,24,1999,26,25,2037,22.6,1,4,5,1,0,0,5,0,0.04,0.18,0.22,0.04,0.22
ENG-Championship,2425,Luton Town,Amari'i Bell,JAM,"DF,MF",30,1994,31,31,2706,30.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Andros Townsend,ENG,"FW,MF",33,1991,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Carlton Morris,ENG,"FW,MF",28,1995,41,37,3123,34.7,8,2,10,6,2,2,10,0,0.23,0.06,0.29,0.17,0.23
ENG-Championship,2425,Luton Town,Cauley Woodrow,ENG,FW,29,1994,15,1,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Chiedozie Ogbene,IRL,MF,27,1997,3,3,246,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Christ Makosso,CGO,DF,20,2004,13,12,956,10.6,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09
ENG-Championship,2425,Luton Town,Daiki Hashioka,JPN,"DF,MF",25,1999,17,12,1204,13.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Elijah Adebayo,ENG,FW,26,1998,39,31,2425,26.9,5,0,5,5,0,0,1,0,0.19,0.0,0.19,0.19,0.19
ENG-Championship,2425,Luton Town,Isaiah Jones,GUY,MF,25,1999,17,16,1310,14.6,2,0,2,2,0,0,4,0,0.14,0.0,0.14,0.14,0.14
ENG-Championship,2425,Luton Town,Jacob Brown,SCO,"MF,FW",26,1998,29,11,1217,13.5,4,1,5,4,0,0,4,0,0.3,0.07,0.37,0.3,0.37
ENG-Championship,2425,Luton Town,James Shea,ENG,GK,33,1991,2,1,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Joe Taylor,WAL,FW,21,2002,13,0,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Jordan Clark,ENG,MF,30,1993,40,37,3235,35.9,6,6,12,6,0,0,10,0,0.17,0.17,0.33,0.17,0.33
ENG-Championship,2425,Luton Town,Joseph Johnson,ENG,"DF,MF",18,2006,8,5,470,5.2,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Josh Bowler,ENG,MF,25,1999,8,0,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Joshua Phillips,ENG,MF,18,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Kal Naismith,SCO,"DF,MF",32,1992,10,5,463,5.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Lamine Fanne,ESP,"MF,FW",20,2004,12,6,584,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Lasse Nordås,NOR,FW,22,2002,10,2,255,2.8,0,1,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35
ENG-Championship,2425,Luton Town,Liam Walsh,ENG,MF,26,1997,26,18,1411,15.7,0,1,1,0,0,0,3,3,0.0,0.06,0.06,0.0,0.06
ENG-Championship,2425,Luton Town,Mads Juel Andersen,DEN,DF,26,1997,8,5,410,4.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Mark McGuinness,IRL,DF,23,2001,43,41,3753,41.7,3,3,6,3,0,0,4,0,0.07,0.07,0.14,0.07,0.14
ENG-Championship,2425,Luton Town,Marvelous Nakamba,ZIM,MF,30,1994,21,15,1295,14.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Millenic Alli,IRL,"MF,FW",24,2000,16,6,766,8.5,4,0,4,4,0,0,1,0,0.47,0.0,0.47,0.47,0.47
ENG-Championship,2425,Luton Town,Pelly Ruddock Mpanzu,COD,MF,31,1993,10,1,228,2.5,0,1,1,0,0,0,1,0,0.0,0.39,0.39,0.0,0.39
ENG-Championship,2425,Luton Town,Reece Burke,ENG,"DF,MF",27,1996,17,10,852,9.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Reuell Walters,ENG,"DF,MF",19,2004,14,11,979,10.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Luton Town,Shandon Baptiste,GRN,MF,26,1998,16,7,717,8.0,1,0,1,1,0,0,2,0,0.13,0.0,0.13,0.13,0.13
ENG-Championship,2425,Luton Town,Tahith Chong,CUW,"MF,FW",24,1999,30,24,2026,22.5,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13
ENG-Championship,2425,Luton Town,Teden Mengi,ENG,DF,22,2002,20,17,1569,17.4,1,1,2,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11
ENG-Championship,2425,Luton Town,Thelo Aasgaard,NOR,"MF,FW",22,2002,17,17,1513,16.8,2,1,3,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18
ENG-Championship,2425,Luton Town,Thomas Kaminski,BEL,GK,31,1992,45,45,3990,44.3,0,1,1,0,0,0,5,1,0.0,0.02,0.02,0.0,0.02
ENG-Championship,2425,Luton Town,Tom Holmes,ENG,DF,24,2000,18,15,1316,14.6,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14
ENG-Championship,2425,Luton Town,Tom Krauß,GER,MF,23,2001,23,20,1601,17.8,2,4,6,2,0,0,1,0,0.11,0.22,0.34,0.11,0.34
ENG-Championship,2425,Luton Town,Victor Moses,NGA,MF,33,1990,18,12,1135,12.6,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08
ENG-Championship,2425,Luton Town,Zack Nelson,ENG,"MF,FW",19,2005,21,7,799,8.9,0,1,1,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11
ENG-Championship,2425,Middlesbrough,Aidan Morris,USA,MF,22,2001,35,33,2915,32.4,0,2,2,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06
ENG-Championship,2425,Middlesbrough,Alexander Gilbert,IRL,MF,22,2001,7,0,77,0.9,1,0,1,1,0,0,0,0,1.17,0.0,1.17,1.17,1.17
ENG-Championship,2425,Middlesbrough,Anfernee Dijksteel,SUR,DF,27,1996,33,27,2525,28.1,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11
ENG-Championship,2425,Middlesbrough,Ben Gannon-Doak,SCO,MF,18,2005,24,21,1778,19.8,3,7,10,3,0,0,7,0,0.15,0.35,0.51,0.15,0.51
ENG-Championship,2425,Middlesbrough,Dael Fry,ENG,DF,26,1997,21,15,1416,15.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Daniel Barlaser,TUR,MF,27,1997,23,12,1155,12.8,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16
ENG-Championship,2425,Middlesbrough,Delano Burgzorg,SUR,MF,25,1998,42,23,2187,24.3,5,2,7,4,1,1,2,0,0.21,0.08,0.29,0.16,0.25
ENG-Championship,2425,Middlesbrough,Emmanuel Latte Lath,CIV,FW,25,1999,29,20,1765,19.6,11,3,14,9,2,2,3,0,0.56,0.15,0.71,0.46,0.61
ENG-Championship,2425,Middlesbrough,Finn Azaz,IRL,MF,23,2000,45,43,3544,39.4,12,11,23,12,0,0,6,0,0.3,0.28,0.58,0.3,0.58
ENG-Championship,2425,Middlesbrough,George Edmundson,ENG,DF,26,1997,24,24,2090,23.2,1,0,1,1,0,0,9,0,0.04,0.0,0.04,0.04,0.04
ENG-Championship,2425,Middlesbrough,George McCormick,ENG,DF,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Hayden Hackney,ENG,MF,22,2002,43,43,3792,42.1,5,3,8,5,0,0,9,1,0.12,0.07,0.19,0.12,0.19
ENG-Championship,2425,Middlesbrough,Isaiah Jones,GUY,MF,25,1999,21,8,796,8.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Jonny Howson,ENG,"DF,MF",36,1988,21,15,1396,15.5,1,0,1,1,0,0,0,0,0.06,0.0,0.06,0.06,0.06
ENG-Championship,2425,Middlesbrough,Josh Coburn,ENG,FW,21,2002,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Kelechi Iheanacho,NGA,"MF,FW",27,1996,15,9,765,8.5,1,2,3,1,0,0,0,0,0.12,0.24,0.35,0.12,0.35
ENG-Championship,2425,Middlesbrough,Lukas Engel,DEN,DF,25,1998,9,4,368,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Luke Ayling,ENG,DF,32,1991,26,23,1951,21.7,0,2,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
ENG-Championship,2425,Middlesbrough,Marcus Forss,FIN,"MF,FW",25,1999,24,6,666,7.4,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ENG-Championship,2425,Middlesbrough,Mark Travers,IRL,GK,25,1999,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Matthew Clarke,ENG,DF,27,1996,14,12,1112,12.4,2,0,2,2,0,0,0,0,0.16,0.0,0.16,0.16,0.16
ENG-Championship,2425,Middlesbrough,Micah Hamilton,ENG,MF,20,2003,13,2,316,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Morgan Whittaker,ENG,MF,23,2001,16,11,990,11.0,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09
ENG-Championship,2425,Middlesbrough,Nathan Simpson,ENG,MF,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Neto Borges,BRA,DF,27,1996,35,34,2891,32.1,1,3,4,1,0,0,4,0,0.03,0.09,0.12,0.03,0.12
ENG-Championship,2425,Middlesbrough,Rav van den Berg,NED,DF,20,2004,27,23,2128,23.6,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Riley McGree,AUS,MF,25,1998,17,11,943,10.5,1,5,6,1,0,0,2,0,0.1,0.48,0.57,0.1,0.57
ENG-Championship,2425,Middlesbrough,Ryan Giles,ENG,DF,24,2000,12,3,307,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Samuel Iling-Junior,ENG,"DF,MF",20,2003,16,11,1057,11.7,1,2,3,1,0,0,2,0,0.09,0.17,0.26,0.09,0.26
ENG-Championship,2425,Middlesbrough,Seny Dieng,SEN,GK,29,1994,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Solomon Brynn,ENG,GK,23,2000,6,6,509,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Tom Glover,AUS,GK,26,1997,7,6,571,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Middlesbrough,Tommy Conway,SCO,"FW,MF",21,2002,36,27,2357,26.2,13,1,14,11,2,4,1,0,0.5,0.04,0.53,0.42,0.46
